id;transcription;collection;period;publication_type;publication_year;publication_month;publication_day;publication_name;publication_country;publication_region;publication_place;publication_volume;publication_number;publication_pages;publication_reviewer;archive_name;archive_url;accessed;transcribed;comments
114;By an interesting coincidence, we have before us at this moment a couple of volumes from the pen respectively o fLady Wilde, and of her son, Mr. Oscar Wilde ... Mr. Oscar Wilde's contribution is a little book comprising of four short stories, the first of which 'Lord Arthur Savile's Crime,' gives its name to the volume (Osgood, M'Ilvaine and Co.). These tales have not the special and peculiar merit of Mr. Wilde's fairy stories or even of his 'Dorian Gray.' They are slight in idea and structure, but at least they are not commonplace: they strike a note of their own, and are therefore considerably above the average of such productions. They may be read with pleasure, if without much sense of being impressed. The get-up of the booklet is particularly neat, and does much credit to the publishers.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;7;20;The Globe and Traveller;United Kingdom;England;london;;29994;6;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0001652/18910720/051/0006;2026-02-26;2026-02-26;
121;Nominally, we presume, Mr. Oscar Wilde’s new volume, A House of Pomegranates (Osgood, McIlvaine, and Co.), is intended for the children, it being supposed that only the children like and read tales of fantasy such as are to be found within these pages. As a matter of fact, 'A House of Pomegranates,' with its strong flavour of mediævalism in ornament and illustration, will almost certainly appeal most irresistibly to the adult reader, by whom alone can the skilfulness of Mr. Wilde's prose style and the undercurrent of reflection in his work be at all proprerly appreciated. Here are four tales—marked by much grace of form and fancy, and set forth with all possible richness in the way of type, sumptuous paper, quaint woodcut, and elaborate binding—making up a volume very characteristic of its writer, and highly creditable to the taste and enterprise of its producers.;A House of Pomegranates;1;Contemporary review (original);1891;11;23;The Globe and Traveller;United Kingdom;England;london;;30102;6;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0001652/18911123/048/0006;2026-03-12;2026-03-12;
102;"Mr and Mrs Oscar Wilde. Novels are, comparatively speaking, easy work to the makers of them; so are magazine articles; and so are lots of other thingsalso, when you just know what you want to do, and can put yourself in touch with the folk whom you want to influence. But to be in sympathy with children, to know what will please them, and be capable of putting yourself sufficiently in their place to use the words, phrases, sentences, to express the ideas, which will best suit them, and appeal to their [sic] infantine senses, demands students of juvenile nature for the work. Mr and Mrs Oscar Wilde possess charming children of their own, and have utilised their acquaintance with the infant world in giving to it some delightful fairy tales, which even the which even the elders must appreciate.""The Happy Prince, and Other Tales"". illustrated by Walter Crane and Jacomb Hood, and published by David Nutt, is one of the happiest works which Mr Oscar Wilde has ever produced; whilst Mrs Wilde's fairy tales, also published recently, and entitled ""There was Once,"" are a charming reproduction of the old stories, familiar to our childish days, which Nisbet has brought out.";The Happy Prince and Other Tales;1;Contemporary review (original);1889;2;2;Weekly Irish Times;Ireland;Eastern and Midland Region;dublin;15;692;4;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0001684/18890202/040/0004;2026-05-19;2026-05-19;
100;"The past week has seen the publication of many notable books, of which, perhaps, the most important are Mr Andrew Lang's 'Euterpe.' Mr Frederic Harrison's 'Cromwell,' and Mr Oscar Wilde's volume of children's stories. Of the first of these it is, perhaps, idle to speak. Mr Lang contributes an essay on the Religion and Good Faith of Herodotus to the second book of Herodotus. This version was Englished in 1584 by 'B.R,' and bears the title of 'The Elizabethan Herodotus.' Clearly it is a valuable book, beautifully printed on hand made paper, but the edition is limited to 500 copies. 
 Mr Oscar Wilde’s 'Happy Prince, and Other Tales,' is more accessible, and would make a capital present to a boy or girl friend. Mr Wilde proved many years ago that he had inherited his mother’s poetical genius, [sic] althouh his many mannerisms and eccentricities prevented us from taking him quite seriously. In this volume he proves himself to [sic] posses a most attractive prose style. The interest in 'Happy Prince' is enhanced by Mr Walter Crane and Mr Jacomb Hood’s illustrations,";The Happy Prince and Other Tales;1;Contemporary review (original);1888;6;16;Kinross-shire Advertiser;United Kingdom;Scotland;kinross;;1650;2;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0001905/18880616/049/0002;2026-02-26;2026-02-26;
111;Several stories in the nature of fairy tales are included in this book. They are well written, and with just sufficient moral to be acceptable to the young reader. Therea are a few full-page and some smaller illustrations;The Happy Prince and Other Tales;1;Contemporary review (original);1888;12;22;The Queen: The Lady's Newspaper & Court Chronicle;United Kingdom;England;london;LXXXIV;2191;859;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0002627/18881222/330/0063;2026-02-26;2026-02-26;
143;"The world will never wax too old to care for fairy tales. In every heart there is a corner in which its childhood lingers, and that can still be entranced by the delightful impossibilities of stories of adventure with fairies and giants. To write a good fairy story is to give proof, not of fancy only, but of artistic, mastery tact in the choice of words. Mr Oscar Wilde shows in this volume that he can write such fairy stories. He carries us to a realm of imagination; there he weaves delicate parables with an admirable touch of naiveté in their form. Perhaps 'The Happy Prince' is our favourite of these stories. Its theme of pity touching a young heart, removed by the circumstances of its worldly state from the suffering of the majority of beings, is the leading idea of the story of Buddha, retold with sweetness and brevity. The chastening touch of sympathy for others' griefs never came to Mr Wilde's happy prince during his lifetime, but the golden statue of the prince weeps as it stands on its tall pillar overlooking the city and all the sorrow there contained. The swallow upon whom the tears of the statue falls questions it as to the cause of its sorrow. 'When I was alive and had a human heart,' answered the statue, 'I did not know what tears were, for I lived in the Palace of Sans Souci, where sorrow is not allowed to enter. In the daytime I played with my companions in the garden, and in the evening I led the dance in the great hall. Round the garden ran a very lofty wall; but I never cared to ask what lay beyond it, everything about me was so beautiful. My courtiers called me the Happy Prince, and happy, indeed, I was, if pleasure be happiness. So I lived, and so I died; and now that I am dead they have set me up here so high that I can see all the ugliness and all the misery of my city, and though my heart is made of lead, yet I cannot choose but weep.'Of the other stories, 'The Selfish Giant' has the same leading motif of the power of tenderness and love, and it is handled with that old-world simplicity of touch which is full of charm.";The Happy Prince and Other Tales;1;Contemporary review (original);1889;1;26;The Queen: The Lady's Newspaper & Court Chronicle;United Kingdom;England;london;LXXXV;2196;134;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0002627/18890126/263/0058;2026-05-21;2026-06-18;
84;;;;;;;;;;;;;;;;;https://www.britishnewspaperarchive.co.uk/viewer/bl/0002871/18950502/126/0006;;;
144;"MY DEAR MR. WYNDHAM,—To the critic it is indeed fortunate just at this season of the year when the flood of Christmas literature is upon us, that the ingenuity of man has invented one wide and comprehensive adjective which may be safely used to describe every product of the professional bookmaker issued in its brilliant binding by the ever-increasing army of publishers. The word ""seasonable,"" however, is scarcely ever more mis-applied than in its application to literature. Of ""seasonable"" literature this year there is none. Of seasonable books there are a few waifs and strays, mere flotsam and jetsam thrown up by the sea of publication. Not that this fact detracts at all from the value of the volumes that will presently be welcomed by the coming generation with eager glances and warm words of thanks either as Christmas gifts or hard-won prizes that will be lasting memento of a half-year's work. In reality it is only to some of the books for the very little ones that the distinctive adjective may be truthfully employed, books such as that in which Jules Garnier illustrates with such fidelity and grace the many scenes which make up the circus entertainment(¹), or the pictorially-told stories of ""Red Riding Hood"" and ""Cinderella""(²), whose claim to be so considered dates from the time when the first novelist sitting by his pile of blazing logs, whispered his fancies to the ailing little one that sheltered upon his breast from the cold winds. Perhaps it is because the elder children would resent being dosed with Santa Claus stories, because they are cynically critical upon the great question of ghosts, indifferent to the weird effects of snow pictures, that the scenes of the seasonable stories of to-day are nearly all laid in torrid lands, while the spooks have some more scientific foundation than the night-wanderers were accustomed to have but a few years ago. The glamour of ghosts has departed, and to-day young England is fed upon tales of derring-do and adventure that would have made mythological heroes quake in their sandals had they been asked to perform them. Not that all are of this stamp. There is one volume whose leaves will be carelessly turned by many an indifferent hand as it lies on the drawing-room table. It looks so like the adult picture-book that it requires an effort to sit down and read it. ""The House of Pomegranates""(³) is so finely printed, its architecture, so to speak, so perfect, that one feels instinctively that it is a sort of show building, not for workaday use. Nevertheless, it is not so. Let it but pass into the children's hands, and its value will be more easily gauged. They will live the fabled lives of the inmates of this enchanted house. Mr. Wilde will have made so plain to them, with his simple, direct English, a new world of beauty, that they will straightway enter in and take possession. A book it is which one should read young, that as years go by one could enter into a fuller appreciation of it. It would be possible to dream for hours over a book of this sort, and awake soothed and refreshed, but imagine a slumber in which the dramatis [personae] of a Mashonaland romance held dream-carnival. The ""Fossicker,""(⁴) who gives his title to the volume, is a gold-seeker, who has found and made his home in the veritable Ophir, and the adventures of the heroes who seek his retreat would put a Stanley to the blush. There is enough compressed adventure therein to have supplied at least half-a-dozen volumes, and it is given in such a taking form that you might imagine the author to be a recruiting-sergeant in the employ of the Chartered Company. In spite, however, of its hair-breadth escapes, it just lacks that air of reality which the boy's classic must possess, and which makes him believe in ""Robinson Crusoe,"" a new edition of which has just been published by Messrs. Cassell(⁵). Of course, there is nothing remarkable in that. Crusoe's reincarnation is more than annual, but this time he cannot slip by the crowd without notice, for the volume is [illustrated] with illustrations that would give life to a far less notable character, and in this case are worthy of the subject.";A House of Pomegranates;1;Contemporary review (original);1891;12;10;Truth;;;;;780;1238–1239;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0002961/18911210/120/0040;2026-05-21;2026-06-18;
120;Mr. Oscar Wilde describes his House of Pomegranates as a collection of ‘beautiful tales.’ Of course, no one should know better than the author the peculiar virtues of his literary architecture, but in the minds of modest people he might have advertised his wares by the publication of an outside opinion. There is, nevertheless, some fine writing in 'A House of Pomegranates, and the admirers of this modern philosopher will find more entertainment in its pages than in such works as 'Dreams' and 'The Shrine of Love'. The great fault of Oscar Wilde is, as a subtle citic put it, his resemblance to a theatrical manager who crowds his stage with aesthetic upholstery and bric-a-brac until the characters have scarcely room to walk about.;A House of Pomegranates;1;Contemporary review (original);1892;2;10;Northern Guardian;United Kingdom;England;the hartlepools;;113;2;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0003039/18920210/031/0002;2026-03-12;2026-03-12;
106;Two of Mr. Oscar Wilde's stories, 'The Happy Prince and other Tales,' have been translated into Dutch. Mrs, Twiss, a Dutch lady of considerable gifts and culture—and position—met with the book at the house of one of the author's friends in London, and, allured by 'a taste' of it, procured a copy to read on the homeward journey to Utrecht, in and near which city she resides. To promote a deserving charitable object Mrs. Twiss got up a dolls’ bazaar, and contributed versions of two of Mr. Oscar Wilde's delightful fairy tales, done into choice Dutch by her own hand. A large number of copies were sold, and there is a consequent demand in that part of the Netherlands for other stories from the same pen.;The Happy Prince and Other Tales;1;News;1889;6;25;The Evening News and Post;United Kingdom;England;london;I;37;2;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0003283/18890625/020/0002;2026-02-26;2026-02-25;
8;The frailest literary fabric, treated with the paradoxical brilliance and graceful epigram that this author has made entirely his own, could scarcely fail to find admiring readers of the class who prefer subtlety of style to a sensational motif. The story which occupies half the volume, and gives its name to it, is a whimsical satire on the follies of chiromancy [sic]. Lord Arthur Savile, having been told by a palmist that he is destined to commit a murder, resigns himself to his fate with considerable philosophy, determined to get the matter over with all possible despatch, in order that he may marry a lovely girl to whom he is engaged, without misgivings as to the future. The interest centres in his ineffectual attempts to give various acquaintances their quietus, until the irony of fate supplies him with a victim. The tendency of the tale is certainly immoral, or would be so if the writer were ever in earnest. 'The Sphinx without a Secret' and 'The Model Millionaire' are both delightful, and exhibit Mr. Wilde at his best. They deal with abnormal phases of human nature, which, though rare, are, nevertheless, actual. 'The Canterville Ghost' is a sort of intellectual squib, a *fin de siècle* ghost story, illustrating the hopeless utility of the age we live in, which robs even the supernatural of its mission.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;8;1;The Gentlewoman: An Illustrated Weekly Journal for Gentlewomen;United Kingdom;England;london;;;150;;The British Library;https://www.britishnewspaperarchive.co.uk/viewer/bl/0003340/18910801/091/0022;2021-11-19;2021-11-19;
98;"Mr. Oscar Wilde has written a pile of fairy tales, entitled [sic] ""The House of Pomegranates"". If for no other reason except the wonderfully lavish manner in which the volume has been turned out the take ought to have a capital sale for ornamental purposes. The [sic] drawing are printed by the best photochemical process, and on what is known as patent line paper. The decorations and ... are by Messrs. C. Ricketts and C.S. Shannon. The favorable reception of this work may act as a slight balm to the feelings of Mrs. Wilde, at whose house in Tite street, Chelsea, a robbery was committed, and a quantity of her husband's silver stolen.";A House of Pomegranates;1;Contemporary review (original);1891;11;23;The Evening Irish Times;Ireland;Eastern and Midland Region;;XXXIII;10729;5;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0003464/18911123/092/0007;2026-02-19;2026-02-19;
99;"Woman has fallen from her high estate, and is now used 'to point a moral, and adorn a tale.' Formerly she was the angel, possessor of all virtues: now, under the process of education, she is subject to lectures, scoldings, and mild sarcasms. Here is Mr Oscar Wilde, in his book of fairy tales, just published, administering the latter in his first story—'The Happy Prince.'A beautiful girl came out on the balcony with her lover. ""How wonderful the stars are,"" he said to her, ""and how wonderful is the power of love!"" ""I hope my dress will be ready in time for the State ball,"" she answered; ""I have ordered passion-flowers to be embroidered on it; but the seamstresses are so lazy.'"" Well, the lover's observations are not strikingly original, and possibly the beautiful girl had heard the remarks before, and considered that as the lover was not an astronomer, and not likely to communicate any startling intelligence, he might confine his attentions to sparkling beings nearer hand. And what more interesting to a lover who is not yet a husband than that the fair one is to appear more dazzling in a ball dress, trimmed with passion-flowers—as pretty and delicate an allusion, if not so exalted, as the stars. If the Prince had been as sensible as princes in fairy tales ought to be he would have entered heartily into the discussion of the mundane subject.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;6;12;The Scottish Leader;United Kingdom;Scotland;edinburgh;;452;7;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0004178/18880612/096/0007;2026-02-26;2026-02-26;
112;Mr. Oscar Wilde is about to follow the example of all who make a hit in the field of fiction. He is going to republish some short stories contributed to the magazines in the days when he was a more notorious but less famous man than he now is. The temptation profitably to get rid of one's early work is of course, very great, and it is seldom resisted. In the present case, the author has done his best to improve his youthful efforts by re-writing, re-casting and revising where necessary. Four stories have been deemed worthy of republication---'Lord Arthur Savile's Crime', 'The Canterville Ghost', 'The Sphinx secret and 'A Model Millionaire'. The first named story will give the volume its title. It will be published simultaneously in England and America.;Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;7;20;The Scottish Leader;United Kingdom;Scotland;edinburgh;;1424;6;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0004178/18910720/083/0006;2026-02-26;2026-02-26;
105;"Once more I write to you for help. You boys and girls are as necessary to our work as your fathers and mothers. If England is ever to be made a happy country, you will have to do your part, and perhaps give up a good deal for the sake of others. We are going to have a very hard winter indeed, much harder than for many years past. There is so little work and so little money that I am afraid many a home will lack food and firing, and hundreds of little ones go hungry and ill-clad to school. Yesterday I saw just opposite our Boys' Club some little girls dancing to a street organ, one wee bairnie I noticed especi ally looked quite happy while she was dancing and seemed to be enjoying herself, although she bad no shoes or stockings, and had a dress on that must have belonged to her mother; it was so big, but the moment the organ stopped playing a cloud of unhappiness seemed to settle down on her face, and a look of care that one so often sees here blotted out all the brightness. No wonder, for she had a drunken mother who neglected her all day and beat her at night. Often she was locked out of doors for hours together, and would have to sit on the doorstep and wait till eleven o'clock, when mother came home drunk from the gin-palace. I don't want you to think that all poor people are bad and ill-treat their children, because that is not a bit true. I know many fathers who have gone for days without proper food in order that their children might have enough, but what I do want you to remember is that whether the fathers and mothers are good or bad, the little boys and girls are not to blame, and you can help to make them happy if only for a little while. 
 
 I wonder whether you know Oscar Wilde's story of the statue and the swallow. It is about a prince who was so good and true to his people that when he died they set up a great statue of him in the city, and it was called ""The Statue of the Happy Prince."" 
 
 No expense was spared to make it beautiful—the eyes were of magnificent diamonds, the sword-hilt was all studded with precious stones, and the armour with small plates of gold. 
 
 The story is that one day a swallow, flying by, perched on the shoulders of the statue for a moment’s rest, and was greatly surprised to see tears trickling down the prince’s cheek. When asked why he wept, the prince made answer: “Because I see so much misery all around me every day—so many people cold and hungry and unhappy, so many children sick and crying for food, and no one to care for them, and I myself cannot help.” The heart of the little swallow was touched, and he asked how he, a poor little bird, could help. The prince said: “Look at that poor beggar there; all his life he has been unfortunate. He has no friends, and no one to love him. Take him one of these precious stones so that he may be able to get food and clothing.” The swallow picked a big ruby out of the sword-hilt and flew off with it; and the poor old beggar found a friend at last before he died. So day after day the tender-hearted prince and the gentle bird ministered to the wants of the poor, the sick, and the suffering throughout the great city. At last, even the diamonds in the eyes of the statue had been taken away; and as it was getting towards winter, and the warm sun had long ceased to shine, the poor little swallow felt that he must leave the cold city and fly to a warmer clime or he would perish of cold. But the prince entreated him to stay, for without that swallow, he said, he could not help the people, and now he had no eyes to see their pain and distress. So the swallow stayed on until at last all the jewels and gold plates of the armour were used up, and then it was too late for him to fly away from the country. The hard winter found him still trying to save the poor and needy, but one bitterly cold night he was frozen to death, and there at the feet of the good prince the swallow lay quite stiff and dead. 
 
 The brave little bird had given his life for the people. Next morning, as the mayor and aldermen of the city were walking through the streets, they saw the statue stripped of its jewels and gold, and said it was a disgrace to the place. They issued an order that it should be taken away and melted down. This was done, but the iron heart of the statue would not melt with the heat as quickly as the bronze did, so it was thrown on the dust heap with the dead swallow. And when the angel sent out by God to collect what was of most worth everywhere came to the city, he took the iron heart of the statue and the little dead swallow as the most precious things it held. 
 
 There is no need for me to say anything about the lesson my story teaches. Last winter some of you sent money for teas and entertainments at Christmas, and for the children’s dinners; some of you sent toys, picture books, etc., to be given away at those teas; some sent clothes and books. See if you can do the same again and get your friends to help. Anyway, do all you can, and you will make me happy: you will bring happiness to your own hearts, and into the lives of your little brothers and sisters in East London. Above all, you will make Jesus Christ glad, for He grieves very much to see the children suffer and wants us all to help them if we can. 
 
 With much love and best wishes for a merry Christmas.—Your big brother, Percy Alden. Mansfield House, Canning Town, E.";The Happy Prince and Other Tales;1;News;1893;11;9;The Independent and Nonconformist;United Kingdom;England;London;VI;164;391;Percy Alden;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0004378/18931109/030/0008;2026-02-26;2026-02-26;
109;"Fairy tales were more popular in former generations than at the present day, but they may still have admirers, and be read by young and old ; the theatres seem to have exhausted most of the interest felt in them, and another kind of spectacular drama, as well as another description of sensational literature, claim attention. Mr. Oscar Wilde has written a volume of stories of this nature, wherein graceful fancies and romantic conceits are woven with appropriate skill. [Proceeds to publish excerpts of ""The Happy Prince"", [sic] ""The Giant and the Children"", and ""The Nightingale and the Rose""]";The Happy Prince and Other Tales;1;Contemporary review (original);1888;8;27;The Magnet: Agricultural, Commercial, and Family Gazette;United Kingdom;England;;;2616;6;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0004565/18880827/089/0006;2026-02-26;2026-02-26;
118;"This sumptuous volume of stories by Mr. Oscar Wilde is a welcome Christmas visitor. The elaborate design and decoration of the book is the joint work of Mr. C. Ricketts and Mr. C.H. Shannon. We cannot say that the outside altogether pleases us, but the interior is artistically a thing of beauty. The thick creamy satin paper, the peatuiful type meandering within a wide meadow of margin, the equisite illustrations, the delicate diaphanous visions depicted on plates prefixed to each story—all minister to that sense of beauty which Mr. Wilde has done so much to stimulate. Mr. Wilde here appears as a story-teller pure and simple, narrator of things that never were, but that enchant us just the same—or rather very much more—taking us, as they do, out of the sordid grime of the present into some fairy-like realm of the imagination, where, nevertheless, the groundwork and elements of human passion—love, fear, happiness, remorse, fidelity, courage—are presented to us disconnected from troublesome psychological and ethical problems, and we see the essential factors of human life in simple combinations. One is reminded of such a masterpiece of story-telling as 'The Early Paradise,' by this volume of Mr. Wilde's. One is verse and the other prose, but there is the same simple directness of narrative, the same force of language, the same frank delight in sensuous beauty, in colour, form, and sound, and brooding over all the same sense of sympathy and pity. The four tales are quite separate, but they may be said to be united in one way, for they are all informed with the one idea of love as the great bond of union, the great solvent of human problems, the healing and purifying power of life. Mr. Wilde rightly holds that art should be loved for its own sake and not for any moral to be wrenched out of it by the analytic rack and thumb-screw, and we are far from desiring to compress these charming romantic essences into moral pills and potions. Yet there is a kind of spiritual inference to be made from each of these stories; and that inference is, 'Give all to love.'

The first story in the volume is that of ""The Young King,"" a child of the old King's only daughter by a secret marriage with a stranger beneath her in station: a noble boy, wild-eyed and open-mouthed like a brown woodland faun. He is discovered in his beautiful apartment on the night before his coronation day. He sinks down on his bed, on the silk coverlet of which are embroidered pale poppies, ""as though they had fallen from the tired hands of sleep,"" and he dreams. He is no longer in his palace, but in a low attic, where gaunt weavers bend over their looms, and pale children, whose faces are pinched with famine and whose thin hands tremble, are working in the foul and heavy air. The King speaks to a weaver, who tells him he works for a master who is a man just like himself, with this difference, ""that he wears fine clothes while I go in rags, and that while I am weak from hunger he suffers not a little from overfeeding."" And the King learns with terror that these miserable people are actually weaving his own coronation robe.

He wakes to find the great honey-coloured moon hanging in the dusky air, and then sleeps and dreams again. This time he is on the deck of a galley rowed by slaves chained together, the burning sun scorching their naked backs, and negroes lashing them with whips of hide. The youngest of them is sent down into the sea to dive for pearls. When he comes up his face is deadly pale, the blood gushing from ears and nostrils. ""He quivered for a little, and then he was still. The negroes shrugged their shoulders and threw the body overboard."" And then the King learns that the precious pearl this wretched victim brought from the depths of the sea is for his own sceptre. He cries, wakes, then falls asleep and dreams again.

He now sees men toiling in a dark forest filled with poisonous flowers and adders, tearing up the rocks with axes, and Avarice and Death watching them from a dark cavern. Death wants a third of them, but Avarice will not give any up. Whereon Death scatters blight, fever, and pestilence around, ""and out of the slime at the bottom of the valley crept dragons and horrible things with scales;"" and the young King is told that these wretched men are searching for rubies for his own crown. The royal boy with his wild eyes, offspring of a love other than the conventional arrangements royalty recognises, cannot endure this.
On the coronation day when the robe, crown, and sceptre are brought to him he orders them away, puts on a leather tunic and rough cloak, and a spray of wild briar for a crown. He is mocked as the King's fool and thrust from the cathedral portals by the soldiers. The old Bishop remonstrates, but he presses on to the altar and stands before the image of Christ. And there, through the painted windows came the sunlight streaming upon him. ""The gates of the jewelled shrine flew open, and from the crystal of the many-rayed monstrance shone a marvellous and mystical light. He stood there in a King's raiment, and the glory of God filled the place, and the Saints in their carven niches seemed to move."" The people fell on their knees, the organ pealed forth its music, and the young King was not only King, but hero, prophet, angel.

The second story of this pretty volume is of ""The Birthday of the Infanta."" In the revels that take place mingles and acts a little dwarf, who has been purchased from his father, a poor charcoal-burner. The young Infanta is so amused by him that she flings him a white rose which she has worn in her hair. The little dwarf, ignorant alike of the ways of Princesses and of his own lack of comeliness, supposes she loves him, and he dreams of the happy life they will have in the forest, and of how he will guard over her and be her devoted slave. Eager to see her, he pushes his way into the palace and passes through splendid halls, but finds her not. Ultimately he comes to a mirror, which first reveals to him what an ugly mis-shapen abortion he is, and his vision of happiness is gone.

The Infanta comes in at the moment and finds her amusing dwarf lying on the ground in agony, with the petals of the rose she had flung to him torn in pieces around him. His sobs grow fainter and fainter, till they cease and he is still. The Chamberlain puts his hand on the dwarf's heart, and finds that it has ceased to beat. The Infanta frowns and cries in a pretty pet, ""For the future let those who come to play with me have no hearts."" With which significant command this story ends.

We have not left ourselves space to tell about the other two stories—""The Fisherman and his Soul"" and the ""Star Child."" The former turns on a fisherman preferring the love of a mermaid to his own soul, which a young witch enables him to get rid of. The latter tells of a child wrapped in a gold vestment found by two poor wood-cutters in a forest, and taken by one of them home. The child repays his kindness with cruelty and disdain, and grows up selfish and wicked, denying and outraging his own mother, who comes to him in the guise of a poor beggar-woman. He repents, grows merciful, seeks her over the earth, suffers, and yet, while suffering, redeems his own soul by acts of kindness, and finally finds his father and mother, and the kingdom to which he is heir.

All through these charming tales Mr. Wilde revels in descriptive colouring which, merged in the texture of the story, makes the book inwardly as well as outwardly beautiful, and a dominating sympathetic imagination pervades it all.";A House of Pomegranates;1;Contemporary review (original);1891;12;12;London Daily Chronicle;United Kingdom;England;london;;9283;3;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0005049/18911212/014/0003;2026-03-12;2026-03-12;
115;"Four stories, of a light and amusing kind, make up Mr. Wilde's little volume. The motif of them all may be described as the extraordinary in real life. The hero of the first tale has his character told by a palmistry professor, and immediately sets to work on the murder which the man of palms had seen in his hand. He makes ineffectual attempts upon two of his relations with aconitine and dynamite, and finally fulfils his destiny by throwing the chiromantist himself into the Thames. Another story is the record of an unexplained mystery. The 'Model Millionaire' is a case of entertaining angels unawares and with beneficial result; while the 'Canterville Ghost' —described as a Hylo-Idealistic Romance—has sufficient elements of suggestiveness to invite a reading.";Lord Arthur Savile’s Crime and Other Stories;1;Contemporary review (original);1891;8;7;The Bookseller: A Newspaper of British and Foreign Literature;United Kingdom;England;london;CCCCV;;784;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0005087/18910807/048/0018;2026-02-26;2026-02-26;
5;"One of the chief functions of the true fairy story is to excite sympathy. Whether they are princes, peasants, or inanimate objects (Was the immortal tin soldier an inanimate object?), the joys and sorrows of the heroes and heroines of fairyland will always be real to those persons, whatever their age may be, who love the fairy story, and regard it as the most delightful form of romance. Mr. Oscar Wilde, no doubt for excellent reasons, has chosen to present his fables in the form of fairy tales to a public which, though it should count among its numbers most persons who can appreciate delicate humour and an artistic literary manner, will assuredly not be composed of children. No child will sympathize at all with Mr. Wilde's Happy Prince when he is melted down by order of the Mayor and Corporation in obedience to the dictum of the art professor at the University that, since 'he is no longer beautiful, he is no longer useful'. Children do not care for satire, and the dominant spirit of these stories is satire---a bitter satire differing widely from that of Hans Andersen, whom Mr. Wilde's literary manner so constantly recalls to us. This quality of bitterness, however, does not repel the reader (except in the story of the 'Devoted Friend', which is at once the cleverest and least agreeable in the volume), inasmuch as Mr. Wilde always contrives to leave us at the
  end of every tale with a very pleasant sensation of the humorous. Perhaps the best example of Mr.Wilde's method is to be found in 'The Nightingale and the Rose'. Here the nightingale has sacrificed its life in order to obtain a red rose for the student. The student repairs with the nightingale's gift to the daughter of the Professor, in order to present the rose to her:
 
 >'But the girl frowned. 'I am afraid it will not go with my dress', she answered; 'and besides, the Chamberlain's nephew has sent me some real jewels, and everybody knows that jewels cost far more than flower. '
 >Then the student, having thrown away the rose, returns to a great dusty book, reflecting:---
 >'What a silly thing Love is. It is not half as useful as Logic, for it does not prove anything, and it is always telling one of things that are not going to happen... In fact, it is quite unpractical, and, as in this age to be practical is everything, I shall go back to Philosophy and study Metaphysics'
 
 It may be remarked in connexion with this story that, in order to get the desired effect at the conclusion, Mr. Wilde has gone dangerously near the region of sham sentiment. It is the only place in the book where his artistic sense has stumbled a little along with his natural history.";The Happy Prince and Other Tales;1;Contemporary review (original);1888;10;20;The Saturday Review;United Kingdom;England;london;66;1721;472;;British Newspapers Archive;https://www.britishnewspaperarchive.co.uk/viewer/bl/0005839/18881020/070/0024;2021-03-29;2025-01-17;
